S. No,Order Date,Order Number,Email ID,Payment Status,SKU Code,Product Name,Product Type,Product Category,Qty,List Price,Order Value,Discount Value,Subtotal,Tax Value,Shipping Charge,Grand Total,Currency,SAP ID,Cert ID,Company / Partner Name,Partner Type,Billing Address,Billing City,Billing State Name,Billing State,Billing Country Name,Billing Country,Billing Zip Code,Shipping Address,Shipping City,Shipping State Name,Shipping State,Shipping Country Name,Shipping Country,Shipping Zip Code,Sales Rep Name,Sales Rep Emp Code,Payment Terms,Payment Reference,Payment Method,Next Payment Due At,Entity Name,Sales Org Code,Entity,Division Name,Division Code,Profit Center,Comments,Fulfillment Status,Fulfilled At,Discount Code
269,2026-05-19T11:56:32Z,#1398,eccouncilwork@gmail.com,PAID,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,6,3087.3,18523.8,0,30308.64,2340.37,0.0,32649.01,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,,,,rlKYbSz81lE7KNq1SBWpFiFk0,shopify_payments,,EC-Council Canada Inc.,,,,,,,,,
270,2026-05-19T08:44:56Z,#1397,gargeepawarecc@gmail.com,PAID,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,4,75.99,303.96,0,498.93,0.0,0.0,498.93,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,,,,,,,,,,,,,,,,,,#1397.5,manual,,International Council of E-Commerce Consultants Inc,,,,,,,,,
271,2026-05-19T08:44:56Z,#1397,gargeepawarecc@gmail.com,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,3,64.99,194.97,0,498.93,0.0,0.0,498.93,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,,,,,,,,,,,,,,,,,,#1397.5,manual,,International Council of E-Commerce Consultants Inc,,,,,,,,,
272,2026-05-15T09:58:33Z,#1395,moxi.patel.ctr@eccouncil.org,PAID,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,2,75.99,151.98,0,151.98,0.0,0.0,151.98,USD,781635924170,N8W1SAP4X7KR,Billing moxi,,602 David St,Adel,Georgia,GA,United States,US,31620,602 David St,Adel,Georgia,GA,United States,US,31620,,,,rDwg0Vcnh958CU6jqR1kgE3sR,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
273,2026-05-15T07:06:23Z,#1394,sameer.singh@eccouncil.org,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,3,64.99,194.97,0,194.97,13.16,0.0,208.13,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,XYZ FAST FOOD Triambak Motiram Shankar Kotkar Marg Sector 1 Airoli,Navi Mumbai,Maharashtra,MH,India,IN,400708,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,rS5aVbDXxpKXfHc50CEeJ3Mwn,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-05T10:56:03Z,
274,2026-05-15T06:57:47Z,#1393,sameer.singh@eccouncil.org,PAID,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,4,75.99,303.96,0,498.93,33.68,0.0,532.61,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,"XY Carter Rd 6 302, A-wing",Hallsville,Texas,TX,United States,US,75650,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,ry0ddXMiyrbNwKSliKpZTD0XU,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
275,2026-05-15T06:57:47Z,#1393,sameer.singh@eccouncil.org,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,3,64.99,194.97,0,498.93,33.68,0.0,532.61,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,"XY Carter Rd 6 302, A-wing",Hallsville,Texas,TX,United States,US,75650,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,ry0ddXMiyrbNwKSliKpZTD0XU,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
276,2026-05-15T06:53:23Z,#1392,sameer.singh@eccouncil.org,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,0,64.99,4.39,0.0,69.38,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,"XY Carter Rd 6 302, A-wing",Hallsville,Texas,TX,United States,US,75650,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,#1392.1,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,,,
277,2026-05-13T14:08:04Z,#1391,Ketan.thakar@eccouncil.org,PARTIALLY_REFUNDED,ACCISO-V03-DRM-v02,Associate CCISOv3 Volume 2 eBook (Information Systems Risk Controls and Auditing Management),DRM,ACCISO,1,49.99,49.99,0,199.96,0.0,0.0,209.96,USD,195837462701,Q8L2SAP91XZT,Finance Test1,,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,,,,#1391.2,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-13T14:09:06Z,
278,2026-05-13T14:08:04Z,#1391,Ketan.thakar@eccouncil.org,PARTIALLY_REFUNDED,ACCISO-V03-DRM-v05,Associate CCISOv3 Volume 5 eBook (Strategic Planning and Finance),DRM,ACCISO,1,49.99,49.99,0,199.96,0.0,0.0,209.96,USD,195837462701,Q8L2SAP91XZT,Finance Test1,,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,,,,#1391.2,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-13T14:09:06Z,
279,2026-05-13T14:08:04Z,#1391,Ketan.thakar@eccouncil.org,PARTIALLY_REFUNDED,ACCISO-V03-DRM-v04,Associate CCISOv3 Volume 4 eBook (Information Systems Core Competencies),DRM,ACCISO,1,49.99,49.99,0,199.96,0.0,0.0,209.96,USD,195837462701,Q8L2SAP91XZT,Finance Test1,,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,,,,#1391.2,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-13T14:09:06Z,
280,2026-05-13T14:08:04Z,#1391,Ketan.thakar@eccouncil.org,PARTIALLY_REFUNDED,ACCISO-V03-DRM-v01,Associate CCISOv3 Volume 1 eBook (Information Systems Governance),DRM,ACCISO,1,49.99,49.99,0,199.96,0.0,0.0,209.96,USD,195837462701,Q8L2SAP91XZT,Finance Test1,,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,,,,#1391.2,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-13T14:09:06Z,
281,2026-05-13T13:56:22Z,#1390,Ketan.thakar@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,1,99.0,99.0,0,99.0,8.91,0.0,107.91,USD,195837462701,Q8L2SAP91XZT,Finance Test1,,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,5343 Dorchester Road,North Charleston,South Carolina,SC,United States,US,29418,,,,rKKxILGWhGh2LxiaZGxK1UHPJ,shopify_store_credit,,International Council of E-Commerce Consultants Inc,,,,,,,,,
282,2026-05-13T08:40:06Z,#1385,sameer.singh@eccouncil.org,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,0,64.99,4.39,0.0,69.38,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,"XY Carter Rd 302, A-wing",Hallsville,Texas,TX,United States,US,75650,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,#1385.1,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,,,
283,2026-05-13T08:19:45Z,#1384,gargeepawarecc@gmail.com,PARTIALLY_PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,3,64.99,194.97,0,498.93,33.68,0.0,532.61,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,"A B Carter Rd 302, A-wing",Hallsville,Texas,TX,United States,US,75650,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,rCDudYlRSWJyuSL2kqobH0Ecn,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
284,2026-05-13T08:19:45Z,#1384,gargeepawarecc@gmail.com,PARTIALLY_PAID,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,4,75.99,303.96,0,498.93,33.68,0.0,532.61,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,"A B Carter Rd 302, A-wing",Hallsville,Texas,TX,United States,US,75650,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,rCDudYlRSWJyuSL2kqobH0Ecn,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
285,2026-05-12T09:17:34Z,#1375,sameer.singh@eccouncil.org,PAID,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,199.0,13.43,0.0,212.43,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Reseller,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,rTK5DDhaKFjWz9TYKxhk7s7zZ,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
286,2026-05-12T09:13:23Z,#1374,sameer.singh@eccouncil.org,PENDING,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,199.0,13.43,0.0,212.43,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Reseller,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,,rBlCAWODJhc2wHQFqgdYivHKr,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,,,
287,2026-05-12T06:55:24Z,#1373,moxi.patel.ctr@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,2,199.0,398.0,0,398.0,0.0,0.0,398.0,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,1812 Orangeburg St,North Charleston,South Carolina,SC,United States,US,29405,"Hello World
",BANN6645,,rk889xcMvz3xImqfOuphRsR74,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
288,2026-05-08T11:13:24Z,#1372,gargeepawar@gmail.com,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,638.0,638.0,0,638.0,0.0,0.0,638.0,USD,784592316048,SAP7A92KX4M1,Sample Company,,4800 N US Highway 101,Eureka,California,CA,United States,US,95503,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,"Sameer Singh
",1634A,,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
289,2026-05-08T09:18:14Z,#1371,gargeepawar@gmail.com,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,1,2199.0,2199.0,0,2199.0,0.0,0.0,2199.0,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,"Sameer Singh
",1634A,,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
290,2026-05-08T09:16:56Z,#1370,gargeepawar@gmail.com,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,1,2199.0,2199.0,0,2199.0,0.0,0.0,2199.0,USD,784592316048,SAP7A92KX4M1,Sample Company,,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,"Sameer Singh
",1634A,,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
291,2026-05-07T11:37:12Z,#1369,moxi.patel.ctr@eccouncil.org,PENDING,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,2,1050.0,2100.0,0,2100.0,0.0,0.0,2100.0,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,223 Collegiate Drive,Johnstown,Pennsylvania,PA,United States,US,15904,223 Collegiate Drive,Johnstown,Pennsylvania,PA,United States,US,15904,"Hello World
",BANN6645,,r54crEMJz1J2uv6pkNFUay0iu,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,,,
292,2026-05-07T11:34:52Z,#1368,moxi.patel.ctr@eccouncil.org,PAID,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,7,1050.0,7350.0,0,7350.0,0.0,0.0,7350.0,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,223 Collegiate Drive,Johnstown,Pennsylvania,PA,United States,US,15904,"Hello World
",BANN6645,,r7aNXw9wjvGDnKLYrrBXM1ZaW,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
293,2026-05-06T10:18:10Z,#1367,moxi.patel.ctr@eccouncil.org,PAID,CEH-V13-iLAB-v01,Certified Ethical Hacker (CEH) Version 13 Labs (Volumes 1),iLabs,CEH,2,34.99,69.98,0,69.98,4.89,0.0,74.87,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,rNk5MB3jOVSi0JtbsNoUqb638,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T10:18:31Z,
294,2026-05-06T10:13:23Z,#1366,moxi.patel.ctr@eccouncil.org,PAID,DFE-V01-CLAB-ECL,DFE v1 CyberQv2 Labs w/ CTF (Pledge Rate Admin Fee),CQ iLabs,DFE,6,34.99,209.94,0,559.84,39.18,0.0,599.02,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,rts5gaPdzbCLIn3fEgSAtd1f8,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T10:15:53Z,
295,2026-05-06T10:13:23Z,#1366,moxi.patel.ctr@eccouncil.org,PAID,ISE-V01-CLAB-ECL,ISE v1 CyberQv2 Labs w/ CTF,CQ iLabs,ISE,10,34.99,349.9,0,559.84,39.18,0.0,599.02,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,rts5gaPdzbCLIn3fEgSAtd1f8,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T10:15:53Z,
296,2026-05-06T10:10:09Z,#1365,moxi.patel.ctr@eccouncil.org,PENDING,ISE-V01-CLAB-ECL,ISE v1 CyberQv2 Labs w/ CTF,CQ iLabs,ISE,10,34.99,349.9,0,559.84,39.18,0.0,599.02,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T10:10:24Z,
297,2026-05-06T10:10:09Z,#1365,moxi.patel.ctr@eccouncil.org,PENDING,DFE-V01-CLAB-ECL,DFE v1 CyberQv2 Labs w/ CTF (Pledge Rate Admin Fee),CQ iLabs,DFE,6,34.99,209.94,0,559.84,39.18,0.0,599.02,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T10:10:24Z,
298,2026-05-06T10:06:12Z,#1364,moxi.patel.ctr@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,23,884.1,20334.3,0,20334.3,2440.12,0.0,22774.42,CAD,784592316048,SAP7A92KX4M1,Sample Company,,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,,USDTAI,,,,,EC-Council Canada Inc.,,,,,,,SUCCESS,2026-05-06T10:06:27Z,
299,2026-05-06T10:04:16Z,#1363,moxi.patel.ctr@eccouncil.org,PENDING,CSE-V01-CLAB-ECL,CSE v1 CyberQv2 Labs,CQ iLabs,CSE,2,48.49,96.98,0,96.98,11.64,0.0,108.62,CAD,784592316048,SAP7A92KX4M1,Sample Company,,5693 Old Jacksonboro Road,Ravenel,South Carolina,SC,United States,US,29470,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,,USDTAI,,,,,EC-Council Canada Inc.,,,,,,,SUCCESS,2026-05-06T10:04:33Z,
300,2026-05-06T09:47:56Z,#1362,moxi.patel.ctr@eccouncil.org,PENDING,ACCISO-V03-DRM-v05,Associate CCISOv3 Volume 5 eBook (Strategic Planning and Finance),DRM,ACCISO,2,69.27,138.54,0,277.08,33.24,0.0,310.32,CAD,784592316048,SAP7A92KX4M1,Sample Company,,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,,USDTAI,,,,,EC-Council Canada Inc.,,,,,,,SUCCESS,2026-05-06T09:48:39Z,
301,2026-05-06T09:47:56Z,#1362,moxi.patel.ctr@eccouncil.org,PENDING,ACCISO-V03-DRM-v04,Associate CCISOv3 Volume 4 eBook (Information Systems Core Competencies),DRM,ACCISO,2,69.27,138.54,0,277.08,33.24,0.0,310.32,CAD,784592316048,SAP7A92KX4M1,Sample Company,,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,,USDTAI,,,,,EC-Council Canada Inc.,,,,,,,SUCCESS,2026-05-06T09:48:39Z,
302,2026-05-06T06:18:25Z,#1361,moxi.patel.ctr@eccouncil.org,PAID,ACCISO-V03-DRM-v05,Associate CCISOv3 Volume 5 eBook (Strategic Planning and Finance),DRM,ACCISO,4,49.99,199.96,0,199.96,14.0,0.0,213.96,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,rxDAH7DkDyUtIWoT57cWDsnjq,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T06:19:05Z,
303,2026-05-06T06:01:17Z,#1360,moxi.patel.ctr@eccouncil.org,PAID,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,638.0,638.0,0,638.0,44.67,0.0,682.67,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,rMwJcX3hXgyqViOpXZvYNP6uF,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T06:01:43Z,
304,2026-05-06T05:53:26Z,#1359,moxi.patel.ctr@eccouncil.org,PAID,ACCISO-EV-ECC,Associate CCISOv3 ECC Exam Voucher (Onsite),ECC EV,ACCISO,1,150.0,150.0,0,150.0,10.51,0.0,160.51,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1233 Woodside Drive,Hanahan,South Carolina,SC,United States,US,29410,4401 Zoo Parkway,Asheboro,North Carolina,NC,United States,US,27205,,DXTHOCKENS,,rjhFUYzUO2yoXe4xGMkH6gbci,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T05:56:32Z,
305,2026-05-06T04:36:45Z,#1358,moxi.patel.ctr@eccouncil.org,PAID,CSCU-V03-iLAB-STDALONE,Certified Secure Computer User (CSCU) Version 3 Labs,iLabs,CSCU,1,19.99,19.99,0,19.99,0.0,0.0,19.99,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,223 Collegiate Drive,Johnstown,Pennsylvania,PA,United States,US,15904,"Hello World
",BANN6645,,rZwbqM8B9kV13VSh4z9VMREKv,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,,,,
306,2026-05-06T04:22:49Z,#1357,moxi.patel.ctr@eccouncil.org,PENDING,ACCISO-V03-DRM-v02,Associate CCISOv3 Volume 2 eBook (Information Systems Risk Controls and Auditing Management),DRM,ACCISO,2,49.99,99.98,0,99.98,0.0,0.0,99.98,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,223 Collegiate Drive,Johnstown,Pennsylvania,PA,United States,US,15904,"Hello World
",BANN6645,,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-05-06T04:23:10Z,
307,2026-05-05T11:45:02Z,#1356,moxi.patel.ctr@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,638.0,638.0,0,687.99,0.0,0.0,687.99,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,223 Collegiate Drive,Johnstown,Pennsylvania,PA,United States,US,15904,"Hello World
",BANN6645,,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
308,2026-05-05T11:45:02Z,#1356,moxi.patel.ctr@eccouncil.org,PENDING,ACCISO-V03-DRM-v02,Associate CCISOv3 Volume 2 eBook (Information Systems Risk Controls and Auditing Management),DRM,ACCISO,1,49.99,49.99,0,687.99,0.0,0.0,687.99,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,223 Collegiate Drive,Johnstown,Pennsylvania,PA,United States,US,15904,"Hello World
",BANN6645,,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
309,2026-05-05T10:29:43Z,#1355,gargeepawar@gmail.com,PARTIALLY_PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,3,99.0,297.0,0,11091.0,0.0,0.0,11091.0,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,"Sameer Singh
",1634A,,rj8gcO6w4ENTDx1Rn857f303O,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,Testing,SUCCESS,2026-05-06T07:24:42Z,
310,2026-05-05T10:29:43Z,#1355,gargeepawar@gmail.com,PARTIALLY_PAID,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,3,2199.0,6597.0,0,11091.0,0.0,0.0,11091.0,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,"Sameer Singh
",1634A,,rj8gcO6w4ENTDx1Rn857f303O,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,Testing,SUCCESS,2026-05-06T07:24:42Z,
311,2026-05-05T10:29:43Z,#1355,gargeepawar@gmail.com,PARTIALLY_PAID,,CASE .Java - Full Bundle,,,3,1399.0,4197.0,0,11091.0,0.0,0.0,11091.0,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,4800 N US Highway 301,Tampa,Florida,FL,United States,US,33610,"Sameer Singh
",1634A,,rj8gcO6w4ENTDx1Rn857f303O,shopify_payments,,International Council of E-Commerce Consultants Inc,,,,,,Testing,SUCCESS,2026-05-06T07:24:42Z,
312,2026-05-05T09:34:28Z,#1354,gargeepawarecc@gmail.com,PENDING,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,697.0,48.79,0.0,745.79,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,Timagami Crt,Manotick,Ontario,ON,Canada,CA,K4M 1B3,A B Carter Rd,Fayetteville,North Carolina,NC,United States,US,28312,"Sameer Singh
",1010,,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
